District,County,SubCounty,Parish,Village
KIBAALE,BUGANGAIZI,KAKINDO,KIKWAYA,RWANJALE
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,IRORA
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KAKINDO A
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KAKINDO B
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KIHAGUZI
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KINENA
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KIRURU
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KISAIGI
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KYAKAMUTANGA
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KYAKATO
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,KYEFUMBIZI
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,MARONGO
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,MUTABWA
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,NAKABANDE
KIBAALE,BUGANGAIZI,KAKINDO,RUKUNYU,RUKUNYU
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KANTEGE
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KANYEGARAMIRE
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KASOJO
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KATIKARA
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KAVULE
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KIJANGI
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KYAMUGANGUZI
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,KYELIMA
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,NYAKATETE
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,RUSOLERA
KIBAALE,BUGANGAIZI,KAKINDO,RWEMBUBA,RWEMBUBA
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,CENTRAL,KAKUMIRO EAST
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,CENTRAL,KAKUMIRO WEST
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,CENTRAL,KINENA B 
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,CENTRAL,RWENSERA  A
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,CENTRAL,RWENSERA  B
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KABWORO,KABWORO  A
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KABWORO,KABWORO B
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KABWORO,KINENA A
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KABWORO,SINZIRI
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KANYAWAWA,IBAMBARA  
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KANYAWAWA,KANYAWAWA 
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KANYAWAWA,KYABISENGE
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,KANYAWAWA,KYAMAKURURA
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,MASONDE,KASINGO
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,MASONDE,KIBOIJANA
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,MASONDE,KYAMUJANJU
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,MASONDE,MASONDE
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,SEMWEMA,BWANSWA
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,SEMWEMA,RWENGO 
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,SEMWEMA,SEMWEMA  A
KIBAALE,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,SEMWEMA,SEMWEMA  B
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,BUGONDA
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KAKAYO
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KASAMBYA
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KASOZI
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KIGANDO
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,NDEBWE
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KIHAMBA
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,KYABANYUMYA
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,MAGOMA
KIBAALE,BUGANGAIZI,KASAMBYA,KAKAYO,MUZIMU
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KABUNGO
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KIGOMBA
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KIKAADA
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KIRIISA
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KIRYANGOBE
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KYAMUJUNDO
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,KYAMUSIKI
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,RWENKANGA
KIBAALE,BUGANGAIZI,KASAMBYA,KIKAADA,SEMUTO
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,BUHUNGIRO
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,KAHUNGERA
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,KIHOGORO
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,KIJAGALAZI
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,KIRENDERE
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,KYEMENGO
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,MIKOLE
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,NGANGI
KIBAALE,BUGANGAIZI,KASAMBYA,KYEBANDO,NTURAGI
KIBAALE,BUGANGAIZI,KASAMBYA,MITEMBO,KIKAMBA
KIBAALE,BUGANGAIZI,KASAMBYA,MITEMBO,KISENGWE
KIBAALE,BUGANGAIZI,KASAMBYA,MITEMBO,KIWEEZA
KIBAALE,BUGANGAIZI,KASAMBYA,MITEMBO,MITEMBO
KIBAALE,BUGANGAIZI,KASAMBYA,MITEMBO,MPAHA
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,BUHONDA
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,BUHUMURIRO
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,KYAKAJUNANI A
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,KYAKAJUNANI  B
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,KYAKAPERE A
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,KYAKAPERE B
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,KYOBU
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,NABISAVA
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,NYAMIRAMA A
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,NYAMIRAMA B
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,RWENTUHA
KIBAALE,BUGANGAIZI,KISIITA,BUHONDA,RWENYANGYI
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,BWIKARAJE  A
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,BWIKARAJE  B
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KIHUMURO
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KISIITA A
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KISIITA  B
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KISIITA  EAST
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KISIITA WEST
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,KYABALITWA
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,MPONGO
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,NYABIRUNGI EAST
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,NYABIRUNGI  WEST
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,NYAKAHITA
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,RWEMBUGA
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,RWEMIRAMA
KIBAALE,BUGANGAIZI,KISIITA,KISIITA,RWENSWA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KABAJEKERE
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KABUKURURA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KAMIRA MPUTA A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KAMIRA MPUTA  B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KARAMA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KASAMBYA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KASISA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KATIKARA SOUTH
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KATIKARA  NORTH
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KIDOKERE A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KIDOKERE B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KIHUMURO
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KIRYANDONGO
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KISENYI
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KITABONA  A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KITABONA  B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KITAHEMBA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAKAJORO A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAKAJORO  B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAKASIMBAZI
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAKAYA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAKIJUUTO
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYAMUKWEGE
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYANGOTA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYEDIKYO  A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYEDIKYO B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,KYERIMIRA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MASAKA B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MUKONO A
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MUKONO B
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MUMBALI
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MUMBARE TRC
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,MURINGA
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,NYAKABUNGO
KIBAALE,BUGANGAIZI,KISIITA,KATIKARA,RWENSHENGYE
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,BUHUMURIRO
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,BWIRE
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,DEMBE
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,IJUMANGABO
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KAROKARUNGI  A
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KAROKARUNGI  B
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KITEREDE
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYABANENA
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYABUSINGE  'B'
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYABUSINGE A
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYAKUTEREKERA  A
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYAKUTEREKERA B
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,KYAMAJARA
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,MUZIIZI
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,MWITANZIGE EAST
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,MWITANZIGE WEST
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,NYAKAFUNJO
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,RWAMADONGO
KIBAALE,BUGANGAIZI,KISIITA,MWITANZIGE,RWAMADONGO  B
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,BINIKIRA EAST
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,BINIKIRA WEST
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,KALABAATA
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,KASAMBYA
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,KIJUNGU
KIBAALE,BUGANGAIZI,MPASAANA,BINIKIRA,NAKATOOGO
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,BUHUMURIRO
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,BUJAJA EAST
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,BUJAJA WEST
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,KIBIIRO
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,KITUTUMA EAST
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,KITUTUMA WEST
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,MITOOMA
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,MPONGO K
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,NYAMIRAMA
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,BIKOOKOMA
KIBAALE,BUGANGAIZI,MPASAANA,BUJAJA,RWENSHAMA
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,BUSINGYE
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,JAKANA
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,JAKANA EAST
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,KASISA
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,MASURWA
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,MASURWA WEST
KIBAALE,BUGANGAIZI,MPASAANA,MASURWA,NYAMABALE
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,KAMIRABYOMA
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,KYAJAWE A
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,KYAJAWE B
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,KYAJAWE C
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,KYANANJUBO
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,MABENGERE
KIBAALE,BUGANGAIZI,MPASAANA,MPASAANA,MPASAANA
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,KAKINGA
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,KANYEGARAMIRE
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,KYAMUSEESA
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,MPONGO A
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,MPONGO B
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,MPONGO C
KIBAALE,BUGANGAIZI,MPASAANA,MPONGO,MUNZO
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,BUTERERE
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,BUTIITA
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,KAMUSENENE
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,RWAMATA A
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,RWAMATA B
KIBAALE,BUGANGAIZI,MPASAANA,RWAMATA,RWEBIYONGA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KADUNDUMO
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KIHUNA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KIJEGERE
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KINUNDA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KIRIRA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,KYEIGAMYA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,MAASA
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,NBONGO
KIBAALE,BUGANGAIZI,NALWEYO,KINUNDA,RWENGO
KIBAALE,BUGANGAIZI,NALWEYO,KIRIISA,KATOLERWA
KIBAALE,BUGANGAIZI,NALWEYO,KIRIISA,KINGA
KIBAALE,BUGANGAIZI,NALWEYO,KIRIISA,KIRIISA
KIBAALE,BUGANGAIZI,NALWEYO,KIRIISA,KITAIHUKA
KIBAALE,BUGANGAIZI,NALWEYO,KIRIISA,KITEREDDE
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,GALIRAYA
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,IGABURA
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,IRINDIMURA
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,KIHONGE
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,KYABEYA
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,KYEMPUNGU
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,KYENTALE
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,KYOMUKAMA
KIBAALE,BUGANGAIZI,NALWEYO,KYABEYA,MBWERA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,BUGWARA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,KAIGURUMBA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,KAKISEKE
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,KIJWENGE
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,KIRYAMASASA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,KISAGARA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,MASAKA
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,NALWEYO CENTRE
KIBAALE,BUGANGAIZI,NALWEYO,MASAKA,RUKANGA
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,BUTENGYA
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,GALIRAYA
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,KALANGALA
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,KAYORO
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,MUZIRANDURU
KIBAALE,BUGANGAIZI,NKOOKO,KALANGALA,NYAMWEGABIRA
KIBAALE,BUGANGAIZI,NKOOKO,KIBIJJO,KATEHE
KIBAALE,BUGANGAIZI,NKOOKO,KIBIJJO,KIBIJJO
KIBAALE,BUGANGAIZI,NKOOKO,KIBIJJO,KIKONKO
KIBAALE,BUGANGAIZI,NKOOKO,KIBIJJO,MURAMA
KIBAALE,BUGANGAIZI,NKOOKO,KIBIJJO,TUHUMWIRE
KIBAALE,BUGANGAIZI,NKOOKO,KYABAKAMBA,KAMUSENENE
KIBAALE,BUGANGAIZI,NKOOKO,KYABAKAMBA,KYABAKAMBA
KIBAALE,BUGANGAIZI,NKOOKO,KYABAKAMBA,NKOOKO
KIBAALE,BUGANGAIZI,NKOOKO,KYABAKAMBA,RWEMBUZI
KIBAALE,BUGANGAIZI,NKOOKO,KYABAKAMBA,WABITAAMA
KIBAALE,BUGANGAIZI,NKOOKO,KITEGURA,KITEGURA
KIBAALE,BUGANGAIZI,NKOOKO,KITEGURA,MWERUKA
KIBAALE,BUGANGAIZI,NKOOKO,KITEGURA,RUSAGAZI
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,KAWUKA
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,KITEREDE
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,MUKOORA  A
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,MUKOORA  B
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,NSAANA
KIBAALE,BUGANGAIZI,NKOOKO,NSAANA,RWEBINYOMO
KIBAALE,BUGANGAIZI,NKOOKO,ISUNGA,ISUNGA
KIBAALE,BUGANGAIZI,NKOOKO,ISUNGA,KYAMUSALE
KIBAALE,BUGANGAIZI,NKOOKO,ISUNGA,MUGABI
KIBAALE,BUGANGAIZI,NKOOKO,ISUNGA,NYABINGOLA
KIBAALE,BUGANGAIZI,NKOOKO,KITUTUMA,KABUUBWA EAST
KIBAALE,BUGANGAIZI,NKOOKO,KITUTUMA,KABUUBWA WEST
KIBAALE,BUGANGAIZI,NKOOKO,KITUTUMA,KASAMBYA
KIBAALE,BUGANGAIZI,NKOOKO,KITUTUMA,KIRINDA
KIBAALE,BUGANGAIZI,NKOOKO,KITUTUMA,KIYIMBIRA
KIBAALE,BUGANGAIZI,NKOOKO,SAZIKE,BUCHUMBI
KIBAALE,BUGANGAIZI,NKOOKO,SAZIKE,KAKOORA
KIBAALE,BUGANGAIZI,NKOOKO,SAZIKE,MIJUMA
KIBAALE,BUGANGAIZI,NKOOKO,SAZIKE,NAKASAGAZI
KIBAALE,BUGANGAIZI,NKOOKO,SAZIKE,SAZIKE
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,GAMUGOLE
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,KABALUNGI
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,KAITANJOJO
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,KANTU
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,KARAMA
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,KASHENYI
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,LWENYANGE
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,NDAIGA
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,NYABUBALE
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,RUBUMBO
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,RUTOOMA A
KIBAALE,BUGANGAIZI,NKOOKO,RUBUMBO,RUTOOMA B
KIBAALE,BUYAGA,BURORA,BURORA,BURORA TRC
KIBAALE,BUYAGA,BURORA,BURORA,KABARODI
KIBAALE,BUYAGA,BURORA,BURORA,KAHANAMA
KIBAALE,BUYAGA,BURORA,BURORA,KIGWABYA
KIBAALE,BUYAGA,BURORA,BURORA,KYABASAZIMA
KIBAALE,BUYAGA,BURORA,BURORA,NYABUGANDO  A
KIBAALE,BUYAGA,BURORA,BURORA,NYABUGANDO C
KIBAALE,BUYAGA,BURORA,BURORA,RUTUZA
KIBAALE,BUYAGA,BURORA,KAYEMBE,KARAMBI
KIBAALE,BUYAGA,BURORA,KAYEMBE,KAYEMBE
KIBAALE,BUYAGA,BURORA,KAYEMBE,KIHUMURO A
KIBAALE,BUYAGA,BURORA,KAYEMBE,KIHUMURO B
KIBAALE,BUYAGA,BURORA,KAYEMBE,NYABUGANDO BLCI
KIBAALE,BUYAGA,BURORA,KAYEMBE,NYAKABINGO
KIBAALE,BUYAGA,BURORA,NYAMIGISA,BURORA  B
KIBAALE,BUYAGA,BURORA,NYAMIGISA,KAMAMBU
KIBAALE,BUYAGA,BURORA,NYAMIGISA,NYAMIGISA
KIBAALE,BUYAGA,BURORA,NYAMIGISA,NYAMIGISA CENTRAL
KIBAALE,BUYAGA,BURORA,NYAMIGISA,NYAMIGISA SOUTH
KIBAALE,BUYAGA,BURORA,NYAMIGISA,RUYANJA
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,BURORA  A
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,KABYAZA
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,MABUYEMERU A
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,MABUYEMERU B
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,NYAMUKAIKURU A
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,NYAMUKAIKURU B
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,RWENTALE  A
KIBAALE,BUYAGA,BURORA,NYAMUKAIKURU,RWENTALE  B
KIBAALE,BUYAGA,BWIKARA,KISUURA,BUGANGAMA
KIBAALE,BUYAGA,BWIKARA,KISUURA,BUGAHYA
KIBAALE,BUYAGA,BWIKARA,KISUURA,MUMURA
KIBAALE,BUYAGA,BWIKARA,KISUURA,KAGUGO 
KIBAALE,BUYAGA,BWIKARA,KISUURA,KARAMBI
KIBAALE,BUYAGA,BWIKARA,KISUURA,KATIKENGEYO
KIBAALE,BUYAGA,BWIKARA,KISUURA,KEIHA
KIBAALE,BUYAGA,BWIKARA,KISUURA,KIBISO
KIBAALE,BUYAGA,BWIKARA,KISUURA,KICWAMBA A
KIBAALE,BUYAGA,BWIKARA,KISUURA,KICWAMBA  B
KIBAALE,BUYAGA,BWIKARA,KISUURA,KISUURA  A
KIBAALE,BUYAGA,BWIKARA,KISUURA,KISUURA B
KIBAALE,BUYAGA,BWIKARA,KISUURA,KISUURA
KIBAALE,BUYAGA,BWIKARA,KISUURA,KITUUSI
KIBAALE,BUYAGA,BWIKARA,KISUURA,MABERENGA A
KIBAALE,BUYAGA,BWIKARA,KISUURA,MABERENGA B
KIBAALE,BUYAGA,BWIKARA,KISUURA,MABERENGA C
KIBAALE,BUYAGA,BWIKARA,KISUURA,MUZIZI
KIBAALE,BUYAGA,BWIKARA,KISUURA,RUKIRI
KIBAALE,BUYAGA,BWIKARA,KISUURA,RUSAKA
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,BUGAMBAIHE A
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,BUGAMBAIHE B
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,BUGAMBAIHE C
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,BUTAHURRA A
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,BUTAHUURA B
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,IGABIRO
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KAISAMUNYA A
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KAISAMUNYA B
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KAISAMUNYA C
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KATOOMA
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KAYANJA A
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KAYANJA B
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KEIGURI
KIBAALE,BUYAGA,BWIKARA,MAIRIRWE,KENGANDO LCI
