District,County,SubCounty,Parish,Village
TORORO,WEST BUDAMA,KISOKO,MORKISWA,PASAYA A
TORORO,WEST BUDAMA,KISOKO,MORKISWA,PASAYA B
TORORO,WEST BUDAMA,KISOKO,MORKISWA,PODAKA
TORORO,WEST BUDAMA,KISOKO,MORKISWA,RUDAM
TORORO,WEST BUDAMA,KISOKO,MORKISWA,RUKUL
TORORO,WEST BUDAMA,KISOKO,MORKISWA,RULWA
TORORO,WEST BUDAMA,KISOKO,MORKISWA,RUNGWING
TORORO,WEST BUDAMA,KISOKO,PEIPEI,KAKOLA A
TORORO,WEST BUDAMA,KISOKO,PEIPEI,KAKOLA B
TORORO,WEST BUDAMA,KISOKO,PEIPEI,MAKAUR
TORORO,WEST BUDAMA,KISOKO,PEIPEI,PEIPEI A
TORORO,WEST BUDAMA,KISOKO,PEIPEI,PEIPEI B
TORORO,WEST BUDAMA,KISOKO,PEIPEI,PILADO
TORORO,WEST BUDAMA,MAGOLA,GULE,NAMBOGO B
TORORO,WEST BUDAMA,MAGOLA,GULE,NAMBOGO D
TORORO,WEST BUDAMA,MAGOLA,GULE,PABASI A
TORORO,WEST BUDAMA,MAGOLA,GULE,PABASI B
TORORO,WEST BUDAMA,MAGOLA,GULE,PAJANGANGO
TORORO,WEST BUDAMA,MAGOLA,GULE,PAPADA
TORORO,WEST BUDAMA,MAGOLA,GULE,POMIELA
TORORO,WEST BUDAMA,MAGOLA,GULE,POSUNA
TORORO,WEST BUDAMA,MAGOLA,GULE,SEGERE A
TORORO,WEST BUDAMA,MAGOLA,GULE,SEGERE B
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,MAGOLA
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PAJABO A
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PAJABO B
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PALOTO A
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PALOTO
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PIMOR
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,POKACH
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,PONIARA
TORORO,WEST BUDAMA,MAGOLA,MAGOLA,POPANY
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,MAGORO
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,MALAWA A
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,MALAWA B
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,OSIA
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,PAKAMALUNG A
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,PAPOLI
TORORO,WEST BUDAMA,MAGOLA,PAPOLI,PAWAGWENI
TORORO,WEST BUDAMA,MAGOLA,POYAMER,ASINGLE
TORORO,WEST BUDAMA,MAGOLA,POYAMER,PODUT 
TORORO,WEST BUDAMA,MAGOLA,POYAMER,PODUT B
TORORO,WEST BUDAMA,MAGOLA,POYAMER,YOBUKE A
TORORO,WEST BUDAMA,MAGOLA,POYAMER,YOBUKE B
TORORO,WEST BUDAMA,MULANDA,LWALA,AMOR GEE
TORORO,WEST BUDAMA,MULANDA,LWALA,AMORI POKANGA
TORORO,WEST BUDAMA,MULANDA,LWALA,AMOR POWINO
TORORO,WEST BUDAMA,MULANDA,LWALA,BIRA  EAST
TORORO,WEST BUDAMA,MULANDA,LWALA,BIRA WEST
TORORO,WEST BUDAMA,MULANDA,LWALA,IYORIANG
TORORO,WEST BUDAMA,MULANDA,LWALA,IYORIANG WEST B
TORORO,WEST BUDAMA,MULANDA,LWALA,KOI
TORORO,WEST BUDAMA,MULANDA,LWALA,MAGORO A
TORORO,WEST BUDAMA,MULANDA,LWALA,MAGORO B
TORORO,WEST BUDAMA,MULANDA,LWALA,PAJWENDA EAST
TORORO,WEST BUDAMA,MULANDA,LWALA,PAJWENDA WEST
TORORO,WEST BUDAMA,MULANDA,LWALA,PANYAKENO
TORORO,WEST BUDAMA,MULANDA,LWALA,PANYIRENJA A
TORORO,WEST BUDAMA,MULANDA,LWALA,PANYIRENJA B
TORORO,WEST BUDAMA,MULANDA,LWALA,BIRA CENTRAL
TORORO,WEST BUDAMA,MULANDA,LWALA,AMORI  GEE B
TORORO,WEST BUDAMA,MULANDA,LWALA,POLENGE
TORORO,WEST BUDAMA,MULANDA,LWALA,NYILOTH
TORORO,WEST BUDAMA,MULANDA,LWALA,POWINO SOUTH
TORORO,WEST BUDAMA,MULANDA,LWALA,POLEKO
TORORO,WEST BUDAMA,MULANDA,LWALA,BIRA NORTH
TORORO,WEST BUDAMA,MULANDA,LWALA,PAJWENDA CENTRAL
TORORO,WEST BUDAMA,MULANDA,LWALA,RAMOGI
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASINDI  AMORI
TORORO,WEST BUDAMA,MULANDA,MULANDA,ATANGALA A
TORORO,WEST BUDAMA,MULANDA,MULANDA,ATANGALA B
TORORO,WEST BUDAMA,MULANDA,MULANDA,AYAGO
TORORO,WEST BUDAMA,MULANDA,MULANDA,CHAWOLO
TORORO,WEST BUDAMA,MULANDA,MULANDA,KOROBUDI B
TORORO,WEST BUDAMA,MULANDA,MULANDA,KOROBUDI A
TORORO,WEST BUDAMA,MULANDA,MULANDA,LOKAOOWA
TORORO,WEST BUDAMA,MULANDA,MULANDA,MULANDA STORE
TORORO,WEST BUDAMA,MULANDA,MULANDA,PAITA
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASIA
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASINDI
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASINDI ORUWA
TORORO,WEST BUDAMA,MULANDA,MULANDA,POBWOKI
TORORO,WEST BUDAMA,MULANDA,MULANDA,POCHOWA
TORORO,WEST BUDAMA,MULANDA,MULANDA,SIRONGO B
TORORO,WEST BUDAMA,MULANDA,MULANDA,SIRONGO A
TORORO,WEST BUDAMA,MULANDA,MULANDA,NYASIGALA
TORORO,WEST BUDAMA,MULANDA,MULANDA,KATENDA
TORORO,WEST BUDAMA,MULANDA,MULANDA,WIMBAGA
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASINDI WILEGO
TORORO,WEST BUDAMA,MULANDA,MULANDA,PASINDI CENTRAL
TORORO,WEST BUDAMA,MULANDA,MULANDA,NYAMILIRO
TORORO,WEST BUDAMA,MULANDA,MULANDA,POTEDO
TORORO,WEST BUDAMA,MULANDA,MWELLO,ABWEL
TORORO,WEST BUDAMA,MULANDA,MWELLO,AGUMIT
TORORO,WEST BUDAMA,MULANDA,MWELLO,AMORI
TORORO,WEST BUDAMA,MULANDA,MWELLO,IYOPOKI
TORORO,WEST BUDAMA,MULANDA,MWELLO,KANDI
TORORO,WEST BUDAMA,MULANDA,MWELLO,KISOTE EAST
TORORO,WEST BUDAMA,MULANDA,MWELLO,KISOTE WEST
TORORO,WEST BUDAMA,MULANDA,MWELLO,MAIRO PAWIRA
TORORO,WEST BUDAMA,MULANDA,MWELLO,MAIRO PAWIRA NORTH
TORORO,WEST BUDAMA,MULANDA,MWELLO,MIKIYA
TORORO,WEST BUDAMA,MULANDA,MWELLO,MWELLO A
TORORO,WEST BUDAMA,MULANDA,MWELLO,PAMARAKA
TORORO,WEST BUDAMA,MULANDA,MWELLO,PARACHAM NORTH
TORORO,WEST BUDAMA,MULANDA,MWELLO,PARACHAM SOUTH
TORORO,WEST BUDAMA,MULANDA,MWELLO,KISOTE  CENTRAL
TORORO,WEST BUDAMA,MULANDA,MWELLO,PASULE
TORORO,WEST BUDAMA,MULANDA,MWELLO,OMEN
TORORO,WEST BUDAMA,MULANDA,MWELLO,PAMARAKA NORTH
TORORO,WEST BUDAMA,MULANDA,MWELLO,KOYO
TORORO,WEST BUDAMA,MULANDA,MWELLO,AGHEE
TORORO,WEST BUDAMA,MULANDA,MWELLO,RUGOTI
TORORO,WEST BUDAMA,MULANDA,MWELLO,BUSEMBATYA
TORORO,WEST BUDAMA,MULANDA,MWELLO,KIDIWA
TORORO,WEST BUDAMA,MULANDA,MWELLO,RUNGOLI
TORORO,WEST BUDAMA,MULANDA,MWELLO,MIKIYA
TORORO,WEST BUDAMA,MULANDA,MWELLO,RUCHWA
TORORO,WEST BUDAMA,MULANDA,MWELLO,LAPA
TORORO,WEST BUDAMA,MULANDA,MWELLO,PAMARAKA SOUTH
TORORO,WEST BUDAMA,MULANDA,MWELLO,RAMOGI
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,BENDO
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,MAWELE A
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,MAWELE B
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,MIGANJA
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,MISASA
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,SOMBA
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,WAKASIKI
TORORO,WEST BUDAMA,NABUYOGA,NABUYOGA,YOKOLO
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,BUJWALA B
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,BUJWALA A
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,MAGELO
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,MAGHOKA
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,MUNYINYI
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,NAMWANGA A
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,NAMWANGA B
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,NGOTA
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,PAWIRA
TORORO,WEST BUDAMA,NABUYOGA,NAMWANGA,POMBELO
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,LWALA POBONA B
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,LWALA POBONA C
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,LWALA POBONA A
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,MALAWA
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,MIGANA A
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,MIGANA B
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,MIGANA C
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,NYAMALOGO
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,NYAMANDA
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,SIWA A
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,SIWA  B
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,WICHAMA
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,WICHAMA B
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,WICHAMA C
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,GABA
TORORO,WEST BUDAMA,NABUYOGA,NYAMALOGO,MINEMBE
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,KIYAGALA A
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,KYAGALA B
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,KIYEYI
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,MAHO
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,MATULA
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,OJILAI
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,PAWANGA
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,SEGERO
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,MAGOLA WEYI
TORORO,WEST BUDAMA,NABUYOGA,PAWANGA,WUMBWA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,AKANDI
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,MIKOME
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,MUKAGANGA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,MUKWANA KIJWALA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,MUKWANA MORWA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,PAGOYA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,POLIECHA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,SIWA
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,SONI  OGWANG
TORORO,WEST BUDAMA,NAGONGERA,KATAJULA,WIYOLA
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,BIRANGA
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,MAUNDO CENTRAL
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,MAUNDO NORTH
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,MAUNDO SOUTH
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,MAUNDO WEST
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO AMOR
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO KWOYO
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO PENY
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO  PENY  NORTH
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO PLAIN
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONGO ROCK
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,POKONG WEST
TORORO,WEST BUDAMA,NAGONGERA,MAUNDO,WIDUNYI
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,KADEWERE
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,NAMWAYA CENTRAL
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,ODOPONYI
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,OKUTTA
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,OKWIRA
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,OPADAMWARA
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,PALASI
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,PAMBOGO
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,PANYANDERE
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,POMEDE
TORORO,WEST BUDAMA,NAGONGERA,NAMWAYA,RUKULI
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,CENTRAL,AWANYA
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,CENTRAL,POKWERO
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,EASTERN,MAHANGA
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,EASTERN,TAWOJWOK
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,NORTHERN,CHALUMBA
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,NORTHERN,SESERA BENDO
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,NORTHERN,SESERA RAMOGI
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,SOUTHERN,BULERI
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,SOUTHERN,KISUBI 
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,SOUTHERN,RUCHWA 
TORORO,WEST BUDAMA,NAGONGERA TOWN COUNCIL,SOUTHERN,WERE 
TORORO,WEST BUDAMA,PAYA,BARINYANGA,ALUKA
TORORO,WEST BUDAMA,PAYA,BARINYANGA,ATAPARA A
TORORO,WEST BUDAMA,PAYA,BARINYANGA,ATAPARA B
TORORO,WEST BUDAMA,PAYA,BARINYANGA,BARIYANGA
TORORO,WEST BUDAMA,PAYA,BARINYANGA,BUDAKA NORTH
TORORO,WEST BUDAMA,PAYA,BARINYANGA,BUDAKA SOUTH
TORORO,WEST BUDAMA,PAYA,BARINYANGA,KANGORI
TORORO,WEST BUDAMA,PAYA,BARINYANGA,PAMINYUNYI
TORORO,WEST BUDAMA,PAYA,BARINYANGA,POWAMDIYA
TORORO,WEST BUDAMA,PAYA,BARINYANGA,PUPONO
TORORO,WEST BUDAMA,PAYA,BARINYANGA,SENGO'A'
TORORO,WEST BUDAMA,PAYA,NAWIRE,AGEE
TORORO,WEST BUDAMA,PAYA,NAWIRE,JIEP
TORORO,WEST BUDAMA,PAYA,NAWIRE,KANDI
TORORO,WEST BUDAMA,PAYA,NAWIRE,MAUMDO
TORORO,WEST BUDAMA,PAYA,NAWIRE,MIUSI
TORORO,WEST BUDAMA,PAYA,NAWIRE,NAWIRE CENTRAL
TORORO,WEST BUDAMA,PAYA,NAWIRE,NAWIRE NORTH
TORORO,WEST BUDAMA,PAYA,NAWIRE,NAWIRE SOUTH
TORORO,WEST BUDAMA,PAYA,NAWIRE,NYASIRENGE EAST
TORORO,WEST BUDAMA,PAYA,NAWIRE,NYASIRENGE WEST
TORORO,WEST BUDAMA,PAYA,NAWIRE,OPALAPATI
TORORO,WEST BUDAMA,PAYA,NAWIRE,PASULE A
TORORO,WEST BUDAMA,PAYA,NAWIRE,PASULE B
TORORO,WEST BUDAMA,PAYA,NAWIRE,PASULE C
TORORO,WEST BUDAMA,PAYA,NAWIRE,PAYEDE
TORORO,WEST BUDAMA,PAYA,NAWIRE,PODWERA
TORORO,WEST BUDAMA,PAYA,NAWIRE,RAMOGI
TORORO,WEST BUDAMA,PAYA,PAYA,BIRAMGA
TORORO,WEST BUDAMA,PAYA,PAYA,KABOSANI
TORORO,WEST BUDAMA,PAYA,PAYA,NYAKADERE
TORORO,WEST BUDAMA,PAYA,PAYA,NYAWIMBI
TORORO,WEST BUDAMA,PAYA,PAYA,PADULA
TORORO,WEST BUDAMA,PAYA,PAYA,PAMBAYA EAST
TORORO,WEST BUDAMA,PAYA,PAYA,PAMBAYA WEST
TORORO,WEST BUDAMA,PAYA,PAYA,PAMBEDI
TORORO,WEST BUDAMA,PAYA,PAYA,PARAGANG
TORORO,WEST BUDAMA,PAYA,PAYA,PAYA CENTRAL
TORORO,WEST BUDAMA,PAYA,PAYA,PAYA WEST
TORORO,WEST BUDAMA,PAYA,PAYA,SIKWALA
TORORO,WEST BUDAMA,PAYA,PAYA,SUGIDA
TORORO,WEST BUDAMA,PAYA,SERE,KISIA
TORORO,WEST BUDAMA,PAYA,SERE,KISOKO
TORORO,WEST BUDAMA,PAYA,SERE,LIWIRA
TORORO,WEST BUDAMA,PAYA,SERE,MORIWA
TORORO,WEST BUDAMA,PAYA,SERE,NYANJATI
TORORO,WEST BUDAMA,PAYA,SERE,OLAMA
TORORO,WEST BUDAMA,PAYA,SERE,PATEWO
TORORO,WEST BUDAMA,PAYA,SERE,POPIYO
TORORO,WEST BUDAMA,PAYA,SERE,SERE A
TORORO,WEST BUDAMA,PAYA,SERE,SERE B
TORORO,WEST BUDAMA,PAYA,SERE,SERE C
TORORO,WEST BUDAMA,PETTA,MBULA,KATHOWA NORTH
TORORO,WEST BUDAMA,PETTA,MBULA,KATHOWA SOUTH
TORORO,WEST BUDAMA,PETTA,MBULA,KOMOLO
TORORO,WEST BUDAMA,PETTA,MBULA,MACHAR EAST
TORORO,WEST BUDAMA,PETTA,MBULA,MACHAR WEST
TORORO,WEST BUDAMA,PETTA,MBULA,MAKEKE NORTH
TORORO,WEST BUDAMA,PETTA,MBULA,MAKEKE SOUTH
TORORO,WEST BUDAMA,PETTA,MBULA,MBULA EAST
TORORO,WEST BUDAMA,PETTA,MBULA,MBULA WEST
TORORO,WEST BUDAMA,PETTA,PAKOI,PAKOI A
TORORO,WEST BUDAMA,PETTA,PAKOI,PAKOI B 
TORORO,WEST BUDAMA,PETTA,PAKOI,PAKOI  C
TORORO,WEST BUDAMA,PETTA,PAKOI,PARIMA NORTH
TORORO,WEST BUDAMA,PETTA,PAKOI,PARIMA SOUTH
TORORO,WEST BUDAMA,PETTA,PETTA,AYAGO A
TORORO,WEST BUDAMA,PETTA,PETTA,AYAGO B
TORORO,WEST BUDAMA,PETTA,PETTA,AYAGO C
TORORO,WEST BUDAMA,PETTA,PETTA,PETTA CENTRAL NORTH
TORORO,WEST BUDAMA,PETTA,PETTA,PETTA SOUTH 
TORORO,WEST BUDAMA,PETTA,RAMOGI,KANANG A
TORORO,WEST BUDAMA,PETTA,RAMOGI,KANANG B
TORORO,WEST BUDAMA,PETTA,RAMOGI,KANANG C
TORORO,WEST BUDAMA,PETTA,RAMOGI,MAKAUR EAST
TORORO,WEST BUDAMA,PETTA,RAMOGI,MAKAUR WEST
TORORO,WEST BUDAMA,PETTA,RAMOGI,MORWA NORTH
TORORO,WEST BUDAMA,PETTA,RAMOGI,MORWA SOUTH
TORORO,WEST BUDAMA,PETTA,RAMOGI,RAMOGI  EAST
TORORO,WEST BUDAMA,PETTA,RAMOGI,RAMOGI  WEST
TORORO,WEST BUDAMA,RUBONGI,KIDERA,AGOLA B
TORORO,WEST BUDAMA,RUBONGI,KIDERA,AGOLA A
TORORO,WEST BUDAMA,RUBONGI,KIDERA,KIDERA CENTRAL
TORORO,WEST BUDAMA,RUBONGI,KIDERA,POJULO
TORORO,WEST BUDAMA,RUBONGI,KIDERA,POTELA
TORORO,WEST BUDAMA,RUBONGI,NYAKESI,NYAKESI A
TORORO,WEST BUDAMA,RUBONGI,NYAKESI,NYAKESI B
TORORO,WEST BUDAMA,RUBONGI,NYAKESI,NYAKESI C
TORORO,WEST BUDAMA,RUBONGI,NYAKESI,NYAKESI D
TORORO,WEST BUDAMA,RUBONGI,NYAKESI,NYAKESI E
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,ACHILET B
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,ACHILET D
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,ACHILET A
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,ACHILET C
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,MAGURIA A
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,MAGURIA B 
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,NYANGOLE A
TORORO,WEST BUDAMA,RUBONGI,NYANGOLE,NYANGOLE B
TORORO,WEST BUDAMA,RUBONGI,OSIA,ABURI
TORORO,WEST BUDAMA,RUBONGI,OSIA,KAGWARA
TORORO,WEST BUDAMA,RUBONGI,OSIA,KATEREMA A
TORORO,WEST BUDAMA,RUBONGI,OSIA,KATEREMA B
TORORO,WEST BUDAMA,RUBONGI,OSIA,KATEREMA C
TORORO,WEST BUDAMA,RUBONGI,OSIA,MAGORO
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,ATURUKUKU
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,BENDO
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,KACHINGA
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,PANYANGASI A
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,PANYANGASI B
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,PAPEL
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,POLURO
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,RUBONGI A
TORORO,WEST BUDAMA,RUBONGI,PANYANGASI,RUBONGI B
TORORO,WEST BUDAMA,SOP-SOP,NABOWA,NABOWA CENTRAL
TORORO,WEST BUDAMA,SOP-SOP,NABOWA,NABOWA NORTH
TORORO,WEST BUDAMA,SOP-SOP,NABOWA,NABOWA SOUTH
TORORO,WEST BUDAMA,SOP-SOP,NABOWA,SINGISI NORTH
TORORO,WEST BUDAMA,SOP-SOP,NABOWA,SINGISI SOUTH
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAWEYO EAST
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,BERE NORTH
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,BERE SOUTH
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,MULANDA
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,MULANDA CENTRAL
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAMWENDIA EAST A
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAMWENDIA WEST
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAWEYO CENTRAL
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,BERE CENTRAL
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAWEYOWEST
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NYAMILELE
TORORO,WEST BUDAMA,SOP-SOP,NAMWENDIA,NAMWENDIA EAST B
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,AGUMITI
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,MARUKI A
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,PABALA EAST
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,PABALA WEST
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,PER-PER A
TORORO,WEST BUDAMA,SOP-SOP,PER-PER,PER-PER B
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,BURIMWENGE
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,KIKADHI NORTH
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,KIKADHI SOUTH
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,MARUKI B
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,MARUKI ROCK
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,SOP-SOP NORTH
TORORO,WEST BUDAMA,SOP-SOP,SOP-SOP,SOP-SOP-SOUTH
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,ABATA
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AKANI
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AKOTODAO
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AKWONDONGI
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,ALWA
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AJUK EAST
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AOYA A
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AOYA B
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,ATIGO
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AWASI
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AWIDIANG
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,AJUK WEST
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,KATINGI
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,OCULOI
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,OLIO
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,OMUNAI A
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,OMUNAI B
KABERAMAIDO,KABERAMAIDO,ALWA,ABALANG,OPENO
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,ADOK
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,AGIDAK
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,AKAROWOK
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,ATIGO
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,AWIJOBI
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,AWIMON
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,GWAYA A
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,GWAYA B
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OCOGA
